epoch,train_loss,val_loss
0,1.8215364586788676,1.4051110016480657
1,1.3642460707336546,1.3732935722042081
2,1.3283153026000314,1.3314164327907805
3,1.3057401420570645,1.3021026368460684
4,1.2888652664682139,1.3063552243108967
5,1.2733753829888204,1.2997975508169768
6,1.2610569054147471,1.2923715711145507
7,1.2510387054262424,1.2846966350958244
8,1.2425915976286876,1.2629220384576747
9,1.231514247811359,1.2696832400241882
10,1.2213608659774418,1.2892298245450216
11,1.2125748548771553,1.272469970207279
12,1.2039428491554713,1.2636997920158457
13,1.1949188539633167,1.259691009489129
14,1.1842717130759017,1.2762670058937169
15,1.1748580759221858,1.265852580948135
16,1.1644899815721474,1.2677506708916817
17,1.1546534331890905,1.2659112992581925
18,1.1441727181574102,1.2924481171283608
19,1.1350105037236873,1.2977610980180283
20,1.1243902971998976,1.3114069220977278
21,1.1137375862513605,1.30700825563015
22,1.1049881176326586,1.3237971241338664
23,1.094106300979735,1.3043361881003732
24,1.084172770571803,1.3265267909837033
25,1.0756611616903615,1.3263118262003801
26,1.0671335257277659,1.3324971308234994
27,1.0557885775735727,1.3306581236933934
28,1.049582928367283,1.3472349001655546
29,1.0406729232275438,1.357934922055737
30,1.0312453328950604,1.353063309465656
31,1.0242718854157822,1.3831842870809345
32,1.0169768610113694,1.3830522429245422
33,1.009382167880243,1.3850816502421461
34,1.0017440836420173,1.386051703146497
35,0.994237094924384,1.4006689045770984
36,0.9890009074719999,1.400552239025721
37,0.9823305688827877,1.409212014248454
38,0.9765797073096626,1.4273142893502426
39,0.9700843542837814,1.4118037468503348
40,0.9650989233175286,1.4376082053317976
41,0.9596969956560097,1.450478066318211
42,0.9532192810533546,1.4328926407350535
43,0.9460580511809338,1.4581978230075983
44,0.9438429768283376,1.4387094408298975
45,0.9373163884524771,1.4407808962669082
46,0.9323574846441095,1.4579234110085615
47,0.9292658545848409,1.4607493186826115
48,0.9246740580264758,1.4830096002551234
49,0.9196914574280086,1.4689034689675964
