epoch,train_loss,val_loss
0,2.9159589627232005,2.4064811323536364
1,2.325580845331486,2.3372090914372774
2,2.270269784437338,2.3030335832390367
3,2.2355859726314016,2.2794654458331496
4,2.2065614647167946,2.253707751871874
5,2.1818768660730052,2.231686393318791
6,2.1626275248018647,2.2074119657455005
7,2.1404566356787096,2.198031283112478
8,2.124247411644977,2.203310313924477
9,2.1061910325453685,2.23583449722853
10,2.0855301597655527,2.1913727563351673
11,2.070202548588689,2.1662750585894144
12,2.0525121985876513,2.1978962391084083
13,2.0301918038077975,2.1633202665634736
14,2.013394976039178,2.1729426479016047
15,1.9928627058639827,2.1561815819566386
16,1.9691126331133333,2.1797251650799727
17,1.948464080486373,2.167012732346448
18,1.9232163270188887,2.177768237111526
19,1.8983916518622237,2.243778876069241
20,1.8744251854334895,2.2396466976712577
21,1.848993092129824,2.2523735198456922
22,1.8245260850808367,2.2619822223475667
23,1.798250220566399,2.290280535223122
24,1.7703339542607546,2.3016818022707746
25,1.7423714116816464,2.324496703394598
26,1.7189317080343194,2.3143192146469516
27,1.6945274022822323,2.4356559449277557
28,1.6696866312328535,2.393128403978291
29,1.6484212334259696,2.379621949207995
30,1.6277903795430784,2.4713315820168194
31,1.6086741157953919,2.4407379287496473
32,1.5883609085120702,2.4820113378222257
33,1.5696319244407382,2.478562973231153
34,1.5516733557621951,2.5318242057690283
35,1.534067804898198,2.498682535533889
36,1.5191062728029938,2.5589261052970467
37,1.503139335760486,2.510830031703143
38,1.489278486161364,2.610535367249027
39,1.475304539062289,2.6286272877247483
40,1.4613412555875513,2.577477380317384
41,1.4523796861256535,2.5984529633962876
42,1.4369700600884177,2.646373604393491
43,1.426150450404925,2.6175907918009544
44,1.4182704351259314,2.7061295592248995
45,1.4056246833273545,2.6640815767218644
46,1.3969818612238163,2.6750307350061626
47,1.3864520140975831,2.697747285938344
48,1.3780617037309488,2.7479332225417767
49,1.3678680188476804,2.6811368712133223
