epoch,train_loss,val_loss
0,3.298604542829922,3.1119497327103858
1,2.9795255909136706,2.847872221207609
2,2.7367300963301675,2.616234358933616
3,2.493723416036773,2.3617430917946516
4,2.27009083433745,2.1739011612508543
5,2.081655930663104,2.0096147364231993
6,1.9215440233845944,1.8918619948138138
7,1.7979331255742663,1.7351770420794963
8,1.6969453709957394,1.6548333865767844
9,1.6179799786531643,1.5735752241598615
10,1.55596060410716,1.5380009839325932
11,1.5064632712826147,1.470253417629481
12,1.4629432850779027,1.4477427852950486
13,1.4273107657146122,1.4034076018568984
14,1.3988900119988004,1.395771897200382
15,1.3733527093380282,1.3854778346900576
16,1.3512675173203832,1.366071008507668
17,1.3315226286241602,1.3516924440638065
18,1.3118372552256004,1.3541200901275356
19,1.292482737252502,1.3242256034702224
20,1.2751238309098614,1.316284155934715
21,1.2596462130742458,1.3219823625979457
22,1.2493300447939346,1.3387655000460994
23,1.2339826136887324,1.3214918235467648
24,1.2175475620148237,1.3230880759671892
25,1.2021660236670673,1.3381537882902652
26,1.1870567320645542,1.329042001649422
27,1.1735850421751592,1.3136946201423432
28,1.1574464829185267,1.3470588590456472
29,1.142742670450808,1.3287043845618896
30,1.1288526960156664,1.3389840779239184
31,1.1141573673446443,1.3448727140786887
32,1.0994307779582373,1.3246929159595937
33,1.081289418121966,1.3519887112146
34,1.0760960748471198,1.3738516148515338
35,1.057172405038499,1.3874242305260767
36,1.0513240161420048,1.3526980072791865
37,1.0260611595584241,1.3798739405379052
38,1.015904962983862,1.4066163156476936
39,0.9595335317785469,1.356945837024041
40,0.9386392022672309,1.3657663027346505
41,0.9327146627943468,1.3756564968896139
42,0.9308042941529624,1.3819863953596332
43,0.9212139591544741,1.3817206906698314
44,0.9191306885607338,1.3898870777717613
45,0.917369573225565,1.3933913057005816
46,0.9125529926189306,1.3841988897858046
47,0.9118692039333384,1.3932337651068663
48,0.9113574346225802,1.3927425693406659
49,0.9025533264606609,1.3968797915701354
50,0.8955609831297204,1.3962663142401037
51,0.8971090874076434,1.399140126480508
52,0.891712802571277,1.3914343787209529
53,0.8937275588392711,1.4006949576068686
54,0.8928146509221376,1.3995607197160986
55,0.8924984932381109,1.3988407660738074
56,0.8974499152441061,1.401656850832238
57,0.8917115961131942,1.3992156370787663
58,0.8964235673360805,1.4057861266664669
59,0.8947341974708358,1.3976946111139097
60,0.8918587219786944,1.3967368668072844
61,0.8908044519010024,1.4003414242234948
62,0.8908293257017347,1.3995083395303558
63,0.8907013786781525,1.4043470704738605
64,0.891436409031755,1.4096872577433668
65,0.8929863466340651,1.400287495801537
66,0.8928203123948294,1.4030233992734555
67,0.8925497382362328,1.4023088816044587
68,0.8909305356944893,1.3985496758424973
69,0.8882764302750498,1.3982341192034875
70,0.89010682307566,1.4007176575496416
71,0.8901724326952283,1.4034426980812356
72,0.8900424290991883,1.4008909831555763
73,0.8902884025697358,1.403071065372627
74,0.8907232235356014,1.4093826479711884
75,0.8938505520279965,1.3984354694337953
76,0.8926113958077555,1.396093615509752
77,0.8891127149140681,1.4034383384554947
78,0.8918366268949176,1.39843790315404
79,0.889626007282932,1.4001016003207678
80,0.8892569449754534,1.4042266041671354
81,0.8914044622807297,1.405797606585381
82,0.8898466063912646,1.3983110084529733
83,0.8907638618670525,1.400370350513482
84,0.8904242224995402,1.402482384811946
85,0.8922485138174172,1.3968980972971743
86,0.8926336313438868,1.4043701175042038
87,0.88888738225885,1.3985609122458806
88,0.8912884998391183,1.404180029557918
89,0.8893820724718889,1.3990658941284757
90,0.8891318164560423,1.4048069676406754
91,0.8921544880072131,1.4051221344865867
92,0.8890334769106704,1.3998654068827678
93,0.8929016578800382,1.4095802670843427
94,0.8921740814915577,1.4076460914128843
95,0.891034181805364,1.4029596377428561
96,0.8925886895179052,1.4115276970077522
97,0.8907116271292879,1.401455002040871
98,0.889426700222638,1.3999179599195064
99,0.8904198242927177,1.3988241176973393
