epoch,train_loss,val_loss
0,2.6229936295528655,1.8991634067484369
1,1.733308417011899,1.5711132445064278
2,1.5413020765844003,1.4803174535566348
3,1.484824612990234,1.475828238315008
4,1.4549224883027303,1.4599808814134885
5,1.4275931743312757,1.4808650371621683
6,1.4351246177819288,1.4737506937422482
7,1.4292927538177078,1.4658332209922
8,1.4055629977514577,1.4671903033719016
9,1.413519585456333,1.453978445697389
10,1.4214516269150124,1.4703309917130996
11,1.435666052134343,1.4604314924482518
12,1.423695366148294,1.4479699046316752
13,1.4203346661884626,1.4768309326076188
14,1.4137050048015392,1.4577178876136856
15,1.4008846648510291,1.4606833586326011
16,1.4462806213626447,1.4659165738019657
17,1.3966629655005247,1.45440578125791
18,1.422088649389177,1.4540710134251063
19,1.37959607814723,1.446640044390956
20,1.3905799467762163,1.4473944958237102
21,1.3731249267216115,1.4555769834231373
22,1.3648916952500911,1.4562846387907813
23,1.3714039335479793,1.4530859935243792
24,1.349928687497001,1.4530511296313742
25,1.3493544888550058,1.4614762476854102
26,1.3330900816048166,1.4576410598180765
27,1.3364875940800787,1.4552043495369595
28,1.3386169266969032,1.4486486503511766
29,1.333998492509909,1.4435632104459015
30,1.3332242893188946,1.4481364320353123
31,1.3294191882454713,1.4432171551280197
32,1.3270538345424197,1.4474626317869461
33,1.3187531559966332,1.4470943973215926
34,1.323534327569262,1.436345725314673
35,1.3520371689191906,1.44120853664883
36,1.381955629976191,1.4452365846538224
37,1.3403876932706498,1.4409287801953063
38,1.334745771704271,1.4457180362082644
39,1.331095984320129,1.4602880804036373
40,1.3249157855784366,1.456765396379707
41,1.3656299867544153,1.4676525183744653
42,1.36363280859015,1.472217212712087
43,1.3608800354168455,1.4791400335305511
44,1.359915268494505,1.4529876376474182
45,1.3557246580288451,1.4569810917544923
46,1.3523770895168823,1.458517596554198
47,1.3484082539101248,1.4695426430590575
48,1.3380473027011102,1.4540890346004014
49,1.3490673906965893,1.4527766663892612
