epoch,train_loss,val_loss
0,3.191185311856477,2.4762724545974666
1,2.370718731710562,2.379753402575686
2,2.303739558547853,2.35681177398934
3,2.266419076806472,2.3302625099211247
4,2.237236026115568,2.281719707249584
5,2.215736990653479,2.2664014100017336
6,2.1958794230434733,2.2909287013069264
7,2.178029968879911,2.258912568177279
8,2.1595764591759843,2.225921449062681
9,2.1432458077117857,2.228425106828348
10,2.12653815657725,2.2241301346472304
11,2.111632835214788,2.257478551201339
12,2.096918831795101,2.1979495306152526
13,2.084951834735192,2.195622562047685
14,2.0699215446065065,2.2300027334861983
15,2.0569915860820664,2.2181949484034855
16,2.0458766285892533,2.2168097014746695
17,2.032742586399727,2.2177746979435993
18,2.0177177997634343,2.251492695044015
19,2.005841111024849,2.2328399928370404
20,1.9959301006558385,2.2229100319164297
21,1.9815494444624708,2.2400938510085893
22,1.970347982583781,2.234979410106798
23,1.9563297895763232,2.259670975048528
24,1.94535205057016,2.2749696091335645
25,1.933802706865454,2.2616170591171563
26,1.9203026852965825,2.274613845136026
27,1.910294458932085,2.2781233215251144
28,1.898573738256462,2.26308716870244
29,1.8912858657120717,2.3334503792624437
30,1.8785047215812292,2.2878719609707874
31,1.8687581197075223,2.2920040277427693
32,1.8584520460777132,2.3230802614472497
33,1.8505584951257517,2.317118984041222
34,1.8386513549819765,2.339590104784978
35,1.8296828445427031,2.349659624900527
36,1.820750157955607,2.383909152866522
37,1.812051454890858,2.377506904221875
38,1.8060952211085988,2.391696079592264
39,1.7967420245913177,2.3649424064755946
40,1.7887454848044475,2.4077223890205883
41,1.780778711303892,2.3997988389446334
42,1.7737665914452594,2.3942146891754903
43,1.766410101524926,2.3869881729032145
44,1.7581093907827445,2.406906527518417
45,1.7539824740971501,2.4223224105624652
46,1.7455996385770354,2.4268447782550453
47,1.7397317946475486,2.450041919971948
48,1.7324856335560794,2.4511823419598424
49,1.7253731946982884,2.514267995662867
