epoch,train_loss,val_loss
0,2.5294863248533175,1.8186972480952541
1,1.6415766357713772,1.5796979823638764
2,1.530957945418018,1.4674430155833829
3,1.4689927658816522,1.4568562175119202
4,1.4549524619395091,1.4886776693688588
5,1.445824446849866,1.4442817409700375
6,1.430205257581037,1.4652358876422895
7,1.4237747874585471,1.492462124633151
8,1.4115254144532647,1.446750594540982
9,1.4197939649490334,1.4488032354558988
10,1.4092661608347568,1.4664879862680085
11,1.4131777722408068,1.4498418110270166
12,1.4089861675499975,1.4785077737725298
13,1.4114451376406305,1.4623483349248318
14,1.4100225302945915,1.4736058574057742
15,1.4014972717495493,1.452911849643873
16,1.3978996394294059,1.4663526193752736
17,1.3944316071276368,1.4507244038342633
18,1.3931271501599802,1.4502821622484903
19,1.3872312976718395,1.4453558933774764
20,1.3892908686296617,1.4538337749781018
21,1.3869624825160662,1.4632606842047395
22,1.378623639390778,1.4616602392898355
23,1.3968231827785267,1.4541204516305573
24,1.4048211757669928,1.4378419063561736
25,1.3936160351187326,1.4543613236086026
26,1.3890271324156285,1.4305934029678038
27,1.3873462543859574,1.4603904168342667
28,1.3862413924990609,1.4616695142509946
29,1.3855515220088344,1.4560431227636177
30,1.391644850134939,1.4594555283071204
31,1.393609585078784,1.4361418828517698
32,1.4030775863321223,1.45562147041627
33,1.4086536953311528,1.4435619436378861
34,1.4098343410477634,1.4399238759458663
35,1.4013858852472327,1.4539436777299861
36,1.4028919711510042,1.4415393428260268
37,1.4021570248435693,1.4497822988790812
38,1.387062665076517,1.4463370688384194
39,1.3798702322300984,1.453489086938941
40,1.374957434106213,1.4550606285847947
41,1.3785014767585977,1.4567705617700533
42,1.3870030719323527,1.458504748184944
43,1.3968631879601905,1.4598093298366637
44,1.3938712939300308,1.4613039256736986
45,1.4031884295656014,1.4563188258620807
46,1.3935997915876064,1.4501733295096202
47,1.3894046450734407,1.4523599521770925
48,1.3877031952120358,1.4462590859486506
49,1.392773185620519,1.4506364054504446
